dataset,seed,method,model_type,val_auroc,val_accuracy,test_auroc,test_accuracy,duration_s,energy_kwh,best_config
bank_marketing,1234,acrs_shrink,mlp,0.9176,0.9071,0.8836,0.8939,342.5,0.038816,"{""learning_rate"": 0.004360109455220119, ""batch_size_exp"": 7, ""hidden_dim"": 117, ""dropout"": 0.2763238059107918, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 1.8896798566295413e-05, ""activation"": ""relu""}"
bank_marketing,2345,acrs_shrink,mlp,0.9201,0.9004,0.8638,0.8884,998.6,0.113146,"{""learning_rate"": 0.09854245671431375, ""batch_size_exp"": 5, ""hidden_dim"": 137, ""dropout"": 0.31810954359210647, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 1.185311042914662e-05, ""activation"": ""relu""}"
bank_marketing,3456,acrs_shrink,mlp,0.9051,0.8905,0.8941,0.8906,1165.1,0.131933,"{""learning_rate"": 0.07533962265393013, ""batch_size_exp"": 5, ""hidden_dim"": 155, ""dropout"": 0.1466011239820173, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 5.550580925451555e-06, ""activation"": ""relu""}"
bank_marketing,42,acrs_shrink,mlp,0.9212,0.9192,0.8928,0.9094,401.9,0.045495,"{""learning_rate"": 0.0053975392976680645, ""batch_size_exp"": 5, ""hidden_dim"": 131, ""dropout"": 0.42929895995569123, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 2.3807258718953543e-06, ""activation"": ""tanh""}"
bank_marketing,456,acrs_shrink,mlp,0.9378,0.9148,0.9226,0.905,657.4,0.074549,"{""learning_rate"": 0.000756298044469306, ""batch_size_exp"": 5, ""hidden_dim"": 174, ""dropout"": 0.13073682027672529, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0077974719130582655, ""activation"": ""relu""}"
bank_marketing,4567,acrs_shrink,mlp,0.8878,0.8916,0.9007,0.905,537.4,0.06086,"{""learning_rate"": 0.0006521276656444063, ""batch_size_exp"": 7, ""hidden_dim"": 169, ""dropout"": 0.39738761357258384, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 4.710222869678156e-06, ""activation"": ""relu""}"
bank_marketing,5678,acrs_shrink,mlp,0.9239,0.9093,0.8985,0.9094,1164.9,0.131859,"{""learning_rate"": 0.012595123989993321, ""batch_size_exp"": 5, ""hidden_dim"": 182, ""dropout"": 0.013873484833984873, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.0015672946637566593, ""activation"": ""relu""}"
bank_marketing,6789,acrs_shrink,mlp,0.9296,0.9148,0.908,0.905,295.5,0.033473,"{""learning_rate"": 0.0016675902941244703, ""batch_size_exp"": 7, ""hidden_dim"": 83, ""dropout"": 0.048612169940337846, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.005286556590179865, ""activation"": ""relu""}"
bank_marketing,789,acrs_shrink,mlp,0.9071,0.896,0.896,0.8917,1983.3,0.224908,"{""learning_rate"": 0.0022662526561249775, ""batch_size_exp"": 5, ""hidden_dim"": 80, ""dropout"": 0.31592304828168233, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 1.0327765408655496e-06, ""activation"": ""tanh""}"
bank_marketing,123,bo,mlp,0.9159,0.9115,0.8867,0.9028,1473.5,0.166933,"{""learning_rate"": 0.004048584374599191, ""batch_size_exp"": 4, ""hidden_dim"": 128, ""dropout"": 0.3577085506635486, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0003565041555886221, ""activation"": ""tanh""}"
bank_marketing,1234,bo,mlp,0.9256,0.9015,0.8819,0.8818,1308.8,0.14849,"{""learning_rate"": 0.09415116876840053, ""batch_size_exp"": 4, ""hidden_dim"": 100, ""dropout"": 0.09667992396303951, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.0010837478837398902, ""activation"": ""relu""}"
bank_marketing,2345,bo,mlp,0.9218,0.896,0.8816,0.8884,1575.9,0.178513,"{""learning_rate"": 0.00011303853653686767, ""batch_size_exp"": 4, ""hidden_dim"": 160, ""dropout"": 0.4578338871417535, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0003959378885412283, ""activation"": ""relu""}"
bank_marketing,3456,bo,mlp,0.9007,0.8949,0.8904,0.9039,2264.1,0.256455,"{""learning_rate"": 5.855580909636569e-05, ""batch_size_exp"": 4, ""hidden_dim"": 126, ""dropout"": 0.019023872749734272, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.000290178335141774, ""activation"": ""relu""}"
bank_marketing,42,bo,mlp,0.9238,0.9148,0.8972,0.916,934.5,0.105853,"{""learning_rate"": 0.04840505444037064, ""batch_size_exp"": 7, ""hidden_dim"": 120, ""dropout"": 0.44759626533360225, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.003837968763157247, ""activation"": ""relu""}"
bank_marketing,456,bo,mlp,0.9347,0.9137,0.9171,0.9149,647.8,0.073393,"{""learning_rate"": 0.0008454787714579786, ""batch_size_exp"": 6, ""hidden_dim"": 158, ""dropout"": 0.4588306320867367, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0036505299077838347, ""activation"": ""relu""}"
bank_marketing,4567,bo,mlp,0.895,0.9004,0.8903,0.8851,1206.0,0.136631,"{""learning_rate"": 0.009321364021232261, ""batch_size_exp"": 4, ""hidden_dim"": 40, ""dropout"": 0.37877911602937686, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 1.8177402311556289e-06, ""activation"": ""relu""}"
bank_marketing,5678,bo,mlp,0.926,0.9071,0.8935,0.9105,1298.7,0.147046,"{""learning_rate"": 0.02130247059760024, ""batch_size_exp"": 4, ""hidden_dim"": 139, ""dropout"": 0.23493893849883277, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 1.5213091482702781e-05, ""activation"": ""relu""}"
bank_marketing,6789,bo,mlp,0.9306,0.8927,0.895,0.895,896.2,0.101455,"{""learning_rate"": 0.015493916216337323, ""batch_size_exp"": 5, ""hidden_dim"": 117, ""dropout"": 0.09453061769919299, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0013577321127430585, ""activation"": ""relu""}"
bank_marketing,789,bo,mlp,0.9083,0.906,0.8971,0.905,847.7,0.096051,"{""learning_rate"": 0.0014650643876175553, ""batch_size_exp"": 5, ""hidden_dim"": 83, ""dropout"": 0.1856876940489273, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0006390276574716994, ""activation"": ""tanh""}"
bank_marketing,123,cmaes,mlp,0.9134,0.9082,0.9004,0.9028,699.8,0.079288,"{""learning_rate"": 0.006191817292786631, ""batch_size_exp"": 6, ""hidden_dim"": 203, ""dropout"": 0.38198220848867837, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0011592973039364577, ""activation"": ""tanh""}"
bank_marketing,1234,cmaes,mlp,0.92,0.9027,0.8859,0.8862,1581.9,0.179176,"{""learning_rate"": 0.002956281620841401, ""batch_size_exp"": 4, ""hidden_dim"": 122, ""dropout"": 0.4824346287821637, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0005913525242842643, ""activation"": ""relu""}"
bank_marketing,2345,cmaes,mlp,0.9186,0.8949,0.8773,0.8851,1170.6,0.132576,"{""learning_rate"": 0.00016576370736628675, ""batch_size_exp"": 6, ""hidden_dim"": 207, ""dropout"": 0.33611978467583353, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 7.500003828885366e-06, ""activation"": ""relu""}"
bank_marketing,3456,cmaes,mlp,0.902,0.8861,0.8887,0.8895,1857.0,0.210368,"{""learning_rate"": 0.0007125930152729313, ""batch_size_exp"": 5, ""hidden_dim"": 125, ""dropout"": 0.428843373191102, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 9.047168140714769e-05, ""activation"": ""relu""}"
bank_marketing,42,cmaes,mlp,0.9232,0.917,0.8904,0.9193,722.9,0.081892,"{""learning_rate"": 0.005438651525922745, ""batch_size_exp"": 5, ""hidden_dim"": 94, ""dropout"": 0.17129723730637783, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.00015342890988720277, ""activation"": ""tanh""}"
bank_marketing,456,cmaes,mlp,0.9362,0.9226,0.9197,0.9127,1404.3,0.159125,"{""learning_rate"": 0.001259250404156818, ""batch_size_exp"": 5, ""hidden_dim"": 134, ""dropout"": 0.376864882604355, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 6.443864576508856e-05, ""activation"": ""relu""}"
bank_marketing,4567,cmaes,mlp,0.8937,0.8916,0.8825,0.8895,703.1,0.07964,"{""learning_rate"": 0.004303367744366399, ""batch_size_exp"": 6, ""hidden_dim"": 153, ""dropout"": 0.2600161244853956, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00014374759395061892, ""activation"": ""tanh""}"
bank_marketing,5678,cmaes,mlp,0.9231,0.8971,0.8894,0.9072,1164.6,0.13185,"{""learning_rate"": 0.0014556347907278974, ""batch_size_exp"": 5, ""hidden_dim"": 188, ""dropout"": 0.16798325510849835, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.000737576133570356, ""activation"": ""relu""}"
bank_marketing,6789,cmaes,mlp,0.9301,0.9082,0.8989,0.9006,663.8,0.075165,"{""learning_rate"": 0.00425143607260865, ""batch_size_exp"": 6, ""hidden_dim"": 51, ""dropout"": 0.3240046919594082, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0031541955392313656, ""activation"": ""relu""}"
bank_marketing,789,cmaes,mlp,0.9077,0.9082,0.8943,0.8994,986.4,0.111964,"{""learning_rate"": 0.00045864724112394916, ""batch_size_exp"": 5, ""hidden_dim"": 190, ""dropout"": 0.18638435920770122, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 4.024366377172359e-05, ""activation"": ""tanh""}"
bank_marketing,123,rs,mlp,0.9124,0.9015,0.9076,0.9039,1526.2,0.172956,"{""learning_rate"": 0.004717723640013394, ""batch_size_exp"": 4, ""hidden_dim"": 35, ""dropout"": 0.10934106983735642, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.00012877356219891296, ""activation"": ""relu""}"
bank_marketing,1234,rs,mlp,0.918,0.9038,0.8834,0.8862,1604.0,0.181662,"{""learning_rate"": 0.0005651528882859284, ""batch_size_exp"": 4, ""hidden_dim"": 215, ""dropout"": 0.4330578241463423, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.005113514063685511, ""activation"": ""relu""}"
bank_marketing,2345,rs,mlp,0.922,0.8982,0.8811,0.8851,1501.8,0.17012,"{""learning_rate"": 0.0002597039172007546, ""batch_size_exp"": 4, ""hidden_dim"": 74, ""dropout"": 0.2618919675770173, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0007713553044208872, ""activation"": ""relu""}"
bank_marketing,3456,rs,mlp,0.9004,0.8883,0.8953,0.8917,1633.7,0.185086,"{""learning_rate"": 0.0005981560223785548, ""batch_size_exp"": 4, ""hidden_dim"": 228, ""dropout"": 0.48774238290059585, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00015059365814877536, ""activation"": ""relu""}"
bank_marketing,42,rs,mlp,0.9208,0.9181,0.8893,0.916,1329.6,0.1506,"{""learning_rate"": 2.1947742689197327e-05, ""batch_size_exp"": 4, ""hidden_dim"": 151, ""dropout"": 0.27031756080505326, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 1.2115155843077689e-05, ""activation"": ""relu""}"
bank_marketing,456,rs,mlp,0.9329,0.9181,0.899,0.9116,1601.0,0.181415,"{""learning_rate"": 0.004229182778826347, ""batch_size_exp"": 5, ""hidden_dim"": 58, ""dropout"": 0.047874705561782804, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0003012662290606013, ""activation"": ""relu""}"
bank_marketing,4567,rs,mlp,0.8911,0.896,0.8918,0.895,1242.2,0.140695,"{""learning_rate"": 0.00874581532871493, ""batch_size_exp"": 6, ""hidden_dim"": 34, ""dropout"": 0.0726813490796337, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0018209390603457568, ""activation"": ""tanh""}"
bank_marketing,5678,rs,mlp,0.924,0.9159,0.8972,0.9072,1266.0,0.143308,"{""learning_rate"": 8.645570134751123e-05, ""batch_size_exp"": 5, ""hidden_dim"": 70, ""dropout"": 0.29295571334304527, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.007470274973891491, ""activation"": ""relu""}"
bank_marketing,6789,rs,mlp,0.9289,0.9126,0.9056,0.9006,1583.2,0.179276,"{""learning_rate"": 0.0010062034763552244, ""batch_size_exp"": 5, ""hidden_dim"": 114, ""dropout"": 0.22849873479940958, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.009668489824183103, ""activation"": ""relu""}"
bank_marketing,789,rs,mlp,0.9073,0.8949,0.9074,0.905,1186.2,0.134562,"{""learning_rate"": 0.00661680114221882, ""batch_size_exp"": 5, ""hidden_dim"": 163, ""dropout"": 0.2272206530864741, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.0020579122190496854, ""activation"": ""relu""}"
bank_marketing,123,acrs,rf,0.9353,0.9004,0.9197,0.8972,39.0,0.004423,"{""n_estimators"": 158, ""max_depth"": 22, ""min_samples_split"": 19, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8995625643100414}"
bank_marketing,1234,acrs,rf,0.9222,0.8949,0.902,0.8939,48.7,0.005527,"{""n_estimators"": 123, ""max_depth"": 21, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.6308462119317721}"
bank_marketing,2345,acrs,rf,0.9242,0.8949,0.8808,0.8862,35.4,0.004013,"{""n_estimators"": 140, ""max_depth"": 17, ""min_samples_split"": 18, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8921642557593048}"
bank_marketing,3456,acrs,rf,0.9175,0.8949,0.9082,0.8983,74.0,0.008381,"{""n_estimators"": 195, ""max_depth"": 15, ""min_samples_split"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.6892321298116957}"
bank_marketing,42,acrs,rf,0.9261,0.8993,0.9209,0.9116,83.0,0.009399,"{""n_estimators"": 402, ""max_depth"": 24, ""min_samples_split"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""gini"", ""max_samples"": 0.5319086280520877}"
bank_marketing,456,acrs,rf,0.9421,0.896,0.9324,0.9017,49.4,0.005591,"{""n_estimators"": 209, ""max_depth"": 16, ""min_samples_split"": 9, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8270877996614259}"
bank_marketing,4567,acrs,rf,0.9002,0.896,0.9277,0.9083,57.7,0.006534,"{""n_estimators"": 253, ""max_depth"": 23, ""min_samples_split"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.7517596562253903}"
bank_marketing,5678,acrs,rf,0.9179,0.8949,0.8999,0.8983,25.6,0.002895,"{""n_estimators"": 69, ""max_depth"": 28, ""min_samples_split"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.7651940477429102}"
bank_marketing,6789,acrs,rf,0.9313,0.9104,0.9195,0.8939,32.4,0.003662,"{""n_estimators"": 113, ""max_depth"": 26, ""min_samples_split"": 9, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.9653966106865429}"
bank_marketing,789,acrs,rf,0.9119,0.8949,0.9029,0.8862,82.6,0.009365,"{""n_estimators"": 400, ""max_depth"": 15, ""min_samples_split"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.9910880380637996}"
bank_marketing,123,acrs_normal,rf,0.9351,0.8993,0.9195,0.8994,57.0,0.006455,"{""n_estimators"": 243, ""max_depth"": 22, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.6956760855441769}"
bank_marketing,1234,acrs_normal,rf,0.9229,0.8971,0.9005,0.8939,103.8,0.011763,"{""n_estimators"": 491, ""max_depth"": 28, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.6308462119317721}"
bank_marketing,2345,acrs_normal,rf,0.9192,0.8971,0.8858,0.8862,24.2,0.002744,"{""n_estimators"": 100, ""max_depth"": 20, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 6, ""criterion"": ""gini"", ""max_samples"": 0.8038039934131536}"
bank_marketing,3456,acrs_normal,rf,0.9129,0.8861,0.9092,0.8939,89.5,0.010143,"{""n_estimators"": 410, ""max_depth"": 15, ""min_samples_split"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 7, ""criterion"": ""gini"", ""max_samples"": 0.8198202969490532}"
bank_marketing,42,acrs_normal,rf,0.9258,0.9027,0.9236,0.9127,26.5,0.002997,"{""n_estimators"": 146, ""max_depth"": 30, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.8046673207186532}"
bank_marketing,456,acrs_normal,rf,0.9431,0.8949,0.9293,0.8983,46.3,0.005245,"{""n_estimators"": 209, ""max_depth"": 24, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.990174108926762}"
bank_marketing,4567,acrs_normal,rf,0.8931,0.8938,0.9176,0.8994,37.3,0.004228,"{""n_estimators"": 158, ""max_depth"": 11, ""min_samples_split"": 9, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""criterion"": ""gini"", ""max_samples"": 0.7883022285108645}"
bank_marketing,5678,acrs_normal,rf,0.9198,0.8949,0.905,0.9039,19.9,0.002252,"{""n_estimators"": 69, ""max_depth"": 28, ""min_samples_split"": 7, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.5584591223776745}"
bank_marketing,6789,acrs_normal,rf,0.9311,0.9038,0.9174,0.8983,28.4,0.003216,"{""n_estimators"": 127, ""max_depth"": 18, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.6475678155601909}"
bank_marketing,789,acrs_normal,rf,0.9028,0.896,0.9033,0.8829,43.1,0.004885,"{""n_estimators"": 182, ""max_depth"": 12, ""min_samples_split"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 9, ""criterion"": ""gini"", ""max_samples"": 0.6242183668988318}"
bank_marketing,123,acrs_normal_shrink,rf,0.931,0.896,0.9124,0.895,29.7,0.003364,"{""n_estimators"": 124, ""max_depth"": 25, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 10, ""criterion"": ""gini"", ""max_samples"": 1.0}"
bank_marketing,1234,acrs_normal_shrink,rf,0.9223,0.896,0.9044,0.8928,104.1,0.011791,"{""n_estimators"": 491, ""max_depth"": 30, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.7419981411671346}"
bank_marketing,2345,acrs_normal_shrink,rf,0.9186,0.8872,0.8849,0.8862,23.4,0.002657,"{""n_estimators"": 100, ""max_depth"": 14, ""min_samples_split"": 5, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""criterion"": ""entropy"", ""max_samples"": 0.713902454278759}"
bank_marketing,3456,acrs_normal_shrink,rf,0.9112,0.8872,0.9106,0.8917,80.9,0.009163,"{""n_estimators"": 384, ""max_depth"": 15, ""min_samples_split"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 6, ""criterion"": ""gini"", ""max_samples"": 0.6658204201264181}"
bank_marketing,42,acrs_normal_shrink,rf,0.9256,0.8982,0.9183,0.9083,40.1,0.004541,"{""n_estimators"": 178, ""max_depth"": 23, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""gini"", ""max_samples"": 0.7516385122917414}"
bank_marketing,456,acrs_normal_shrink,rf,0.9434,0.8938,0.9326,0.9028,55.0,0.006233,"{""n_estimators"": 284, ""max_depth"": 16, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8774249907380549}"
bank_marketing,4567,acrs_normal_shrink,rf,0.8901,0.8927,0.9167,0.8961,43.2,0.004898,"{""n_estimators"": 195, ""max_depth"": 11, ""min_samples_split"": 18, ""max_features"": ""sqrt"", ""min_samples_leaf"": 8, ""criterion"": ""gini"", ""max_samples"": 0.5845019152491067}"
bank_marketing,5678,acrs_normal_shrink,rf,0.9222,0.906,0.9074,0.9061,19.3,0.002189,"{""n_estimators"": 69, ""max_depth"": 28, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.7909317918621424}"
bank_marketing,6789,acrs_normal_shrink,rf,0.9319,0.9093,0.9089,0.8994,27.5,0.003117,"{""n_estimators"": 113, ""max_depth"": 22, ""min_samples_split"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.7178885032046622}"
bank_marketing,789,acrs_normal_shrink,rf,0.9094,0.9004,0.9062,0.8851,96.7,0.010954,"{""n_estimators"": 432, ""max_depth"": 15, ""min_samples_split"": 2, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""entropy"", ""max_samples"": 0.5836445532856583}"
bank_marketing,123,acrs_shrink,rf,0.9349,0.9038,0.9246,0.8983,78.6,0.008899,"{""n_estimators"": 360, ""max_depth"": 22, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.7399897950329392}"
bank_marketing,1234,acrs_shrink,rf,0.9207,0.8949,0.9008,0.8928,100.1,0.011353,"{""n_estimators"": 491, ""max_depth"": 30, ""min_samples_split"": 11, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.6308462119317721}"
bank_marketing,2345,acrs_shrink,rf,0.9215,0.8883,0.8842,0.8873,45.8,0.005194,"{""n_estimators"": 241, ""max_depth"": 14, ""min_samples_split"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 3, ""criterion"": ""entropy"", ""max_samples"": 0.6407097978215122}"
bank_marketing,3456,acrs_shrink,rf,0.9159,0.8894,0.9132,0.895,87.1,0.009861,"{""n_estimators"": 340, ""max_depth"": 15, ""min_samples_split"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 3, ""criterion"": ""gini"", ""max_samples"": 0.9103522187741813}"
bank_marketing,42,acrs_shrink,rf,0.9242,0.9004,0.9182,0.9116,76.1,0.008619,"{""n_estimators"": 376, ""max_depth"": 24, ""min_samples_split"": 14, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""gini"", ""max_samples"": 0.8486840145296819}"
bank_marketing,456,acrs_shrink,rf,0.9424,0.8949,0.9317,0.8983,47.4,0.005381,"{""n_estimators"": 209, ""max_depth"": 16, ""min_samples_split"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8241500482445768}"
bank_marketing,4567,acrs_shrink,rf,0.8967,0.8971,0.9244,0.905,73.7,0.00836,"{""n_estimators"": 349, ""max_depth"": 23, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""gini"", ""max_samples"": 0.774167052574372}"
bank_marketing,5678,acrs_shrink,rf,0.9218,0.8971,0.9075,0.8994,25.3,0.002864,"{""n_estimators"": 90, ""max_depth"": 16, ""min_samples_split"": 16, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.8814989087894711}"
bank_marketing,6789,acrs_shrink,rf,0.9274,0.8993,0.9182,0.8983,31.0,0.003505,"{""n_estimators"": 113, ""max_depth"": 18, ""min_samples_split"": 9, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.5088328989453657}"
bank_marketing,789,acrs_shrink,rf,0.9076,0.8949,0.9059,0.8807,65.2,0.007388,"{""n_estimators"": 292, ""max_depth"": 7, ""min_samples_split"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.6855054244801937}"
bank_marketing,123,bo,rf,0.9358,0.9071,0.9184,0.8994,66.6,0.007551,"{""n_estimators"": 339, ""max_depth"": 29, ""min_samples_split"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.9157914251732348}"
bank_marketing,1234,bo,rf,0.9241,0.8982,0.9006,0.8917,37.9,0.004308,"{""n_estimators"": 79, ""max_depth"": 18, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.7758329612401892}"
bank_marketing,2345,bo,rf,0.9231,0.896,0.8846,0.8862,75.1,0.008498,"{""n_estimators"": 317, ""max_depth"": 17, ""min_samples_split"": 20, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.7952062531287309}"
bank_marketing,3456,bo,rf,0.9169,0.8927,0.9143,0.9017,80.0,0.00905,"{""n_estimators"": 481, ""max_depth"": 17, ""min_samples_split"": 14, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.7847144601118825}"
bank_marketing,42,bo,rf,0.9266,0.8982,0.9176,0.9105,63.4,0.00718,"{""n_estimators"": 166, ""max_depth"": 21, ""min_samples_split"": 19, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.9360062399713218}"
bank_marketing,456,bo,rf,0.9418,0.896,0.9331,0.9006,83.1,0.009412,"{""n_estimators"": 414, ""max_depth"": 29, ""min_samples_split"": 19, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.7586262945310104}"
bank_marketing,4567,bo,rf,0.8977,0.8971,0.9261,0.905,67.6,0.00765,"{""n_estimators"": 194, ""max_depth"": 15, ""min_samples_split"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.928504276022717}"
bank_marketing,5678,bo,rf,0.9203,0.8993,0.9071,0.9083,70.8,0.008025,"{""n_estimators"": 409, ""max_depth"": 18, ""min_samples_split"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.8364556064447995}"
