dataset,seed,method,model_type,val_auroc,val_accuracy,test_auroc,test_accuracy,duration_s,energy_kwh,best_config
adult_income,4567,cmaes,rf,0.9043,0.8444,0.8957,0.8454,80.8,0.00915,"{""n_estimators"": 335, ""max_depth"": 28, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""criterion"": ""entropy"", ""max_samples"": 0.7580174755935778}"
adult_income,5678,cmaes,rf,0.9094,0.8567,0.8988,0.8526,66.2,0.007516,"{""n_estimators"": 442, ""max_depth"": 18, ""min_samples_split"": 15, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.9107706082455003}"
adult_income,6789,cmaes,rf,0.9204,0.8639,0.8918,0.8454,52.6,0.005951,"{""n_estimators"": 309, ""max_depth"": 20, ""min_samples_split"": 9, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""criterion"": ""entropy"", ""max_samples"": 0.896732720569309}"
adult_income,789,cmaes,rf,0.9164,0.8598,0.9161,0.8669,64.1,0.007243,"{""n_estimators"": 309, ""max_depth"": 29, ""min_samples_split"": 17, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.6251810072238203}"
adult_income,123,rs,rf,0.8938,0.8424,0.8966,0.8475,65.9,0.007535,"{""n_estimators"": 470, ""max_depth"": 19, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.5991828445133596}"
adult_income,1234,rs,rf,0.8908,0.8485,0.9124,0.8598,61.8,0.006993,"{""n_estimators"": 330, ""max_depth"": 16, ""min_samples_split"": 17, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.7377832865418208}"
adult_income,2345,rs,rf,0.9247,0.8608,0.8996,0.8373,62.1,0.007022,"{""n_estimators"": 202, ""max_depth"": 18, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.779992655272626}"
adult_income,3456,rs,rf,0.9138,0.87,0.8881,0.8639,62.6,0.00709,"{""n_estimators"": 429, ""max_depth"": 27, ""min_samples_split"": 4, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""criterion"": ""entropy"", ""max_samples"": 0.9232880370196442}"
adult_income,42,rs,rf,0.9086,0.8506,0.9118,0.8577,60.6,0.006846,"{""n_estimators"": 335, ""max_depth"": 18, ""min_samples_split"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.8387821809211412}"
adult_income,456,rs,rf,0.9153,0.8475,0.9061,0.8516,65.4,0.007415,"{""n_estimators"": 362, ""max_depth"": 22, ""min_samples_split"": 19, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8543881898924824}"
adult_income,4567,rs,rf,0.9038,0.8485,0.8968,0.8485,66.0,0.007467,"{""n_estimators"": 421, ""max_depth"": 15, ""min_samples_split"": 18, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8761317345580455}"
adult_income,5678,rs,rf,0.909,0.8547,0.9014,0.8547,62.3,0.007052,"{""n_estimators"": 105, ""max_depth"": 20, ""min_samples_split"": 19, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""gini"", ""max_samples"": 0.7929557133430453}"
adult_income,6789,rs,rf,0.9194,0.8659,0.8911,0.8424,62.4,0.007061,"{""n_estimators"": 383, ""max_depth"": 22, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""entropy"", ""max_samples"": 0.5126979821778161}"
adult_income,789,rs,rf,0.9167,0.8618,0.9148,0.8628,62.9,0.007108,"{""n_estimators"": 150, ""max_depth"": 26, ""min_samples_split"": 11, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.5277320313993306}"
bank_marketing,123,acrs,mlp,0.9198,0.9071,0.9075,0.9039,509.3,0.059095,"{""learning_rate"": 0.005362995752391278, ""batch_size_exp"": 6, ""hidden_dim"": 44, ""dropout"": 0.11017993638630569, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 2.763215762152929e-05, ""activation"": ""tanh""}"
bank_marketing,1234,acrs,mlp,0.9236,0.9027,0.8883,0.8884,326.0,0.037844,"{""learning_rate"": 0.008770630063110962, ""batch_size_exp"": 7, ""hidden_dim"": 117, ""dropout"": 0.4616231168819777, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.003732782323559761, ""activation"": ""relu""}"
bank_marketing,2345,acrs,mlp,0.9212,0.9004,0.8712,0.8884,1031.7,0.11994,"{""learning_rate"": 0.09854245671431375, ""batch_size_exp"": 5, ""hidden_dim"": 137, ""dropout"": 0.31810954359210647, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.0013718734336877199, ""activation"": ""relu""}"
bank_marketing,3456,acrs,mlp,0.9024,0.8916,0.9004,0.8895,1381.7,0.160471,"{""learning_rate"": 0.09917109404767029, ""batch_size_exp"": 5, ""hidden_dim"": 155, ""dropout"": 0.4812305986894177, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 5.550580925451555e-06, ""activation"": ""relu""}"
bank_marketing,42,acrs,mlp,0.9225,0.906,0.8906,0.9061,458.6,0.053281,"{""learning_rate"": 0.012468786659075646, ""batch_size_exp"": 6, ""hidden_dim"": 83, ""dropout"": 0.44656056066109884, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 7.36010508198372e-05, ""activation"": ""relu""}"
bank_marketing,456,acrs,mlp,0.9321,0.9015,0.9207,0.8983,728.0,0.084434,"{""learning_rate"": 0.012906313356156919, ""batch_size_exp"": 5, ""hidden_dim"": 105, ""dropout"": 0.06202840304982771, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.00038479880137818744, ""activation"": ""relu""}"
bank_marketing,4567,acrs,mlp,0.8874,0.8982,0.8981,0.9061,450.0,0.052249,"{""learning_rate"": 0.0006521276656444063, ""batch_size_exp"": 7, ""hidden_dim"": 213, ""dropout"": 0.11304778695853418, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 2.314052605716058e-05, ""activation"": ""relu""}"
bank_marketing,5678,acrs,mlp,0.9235,0.906,0.9018,0.9083,2007.8,0.23319,"{""learning_rate"": 0.004947766329997068, ""batch_size_exp"": 5, ""hidden_dim"": 182, ""dropout"": 0.34062043042961476, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 4.054395836718293e-05, ""activation"": ""relu""}"
bank_marketing,6789,acrs,mlp,0.9302,0.9071,0.9041,0.9006,602.4,0.069967,"{""learning_rate"": 0.0016675902941244703, ""batch_size_exp"": 5, ""hidden_dim"": 83, ""dropout"": 0.15805666308460004, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.005286556590179865, ""activation"": ""relu""}"
bank_marketing,789,acrs,mlp,0.9107,0.8982,0.8992,0.8961,4374.0,0.507992,"{""learning_rate"": 8.41988153110235e-05, ""batch_size_exp"": 5, ""hidden_dim"": 80, ""dropout"": 0.21603413620417194, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 1.0327765408655496e-06, ""activation"": ""relu""}"
bank_marketing,123,acrs_normal,mlp,0.9124,0.9049,0.9024,0.9061,344.8,0.040006,"{""learning_rate"": 0.005362995752391278, ""batch_size_exp"": 6, ""hidden_dim"": 32, ""dropout"": 0.39337001136970684, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 5.053864622671843e-06, ""activation"": ""tanh""}"
bank_marketing,1234,acrs_normal,mlp,0.9207,0.8971,0.8841,0.8939,392.4,0.045554,"{""learning_rate"": 0.011130607622174892, ""batch_size_exp"": 7, ""hidden_dim"": 126, ""dropout"": 0.4616231168819777, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 1.8896798566295413e-05, ""activation"": ""relu""}"
bank_marketing,2345,acrs_normal,mlp,0.9196,0.9004,0.8709,0.8895,935.7,0.108705,"{""learning_rate"": 0.0010550801227731694, ""batch_size_exp"": 5, ""hidden_dim"": 137, ""dropout"": 0.31810954359210647, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 9.682876784425315e-05, ""activation"": ""relu""}"
bank_marketing,3456,acrs_normal,mlp,0.8956,0.8916,0.8833,0.8994,3038.7,0.352819,"{""learning_rate"": 0.0007140343883752076, ""batch_size_exp"": 5, ""hidden_dim"": 155, ""dropout"": 0.29598142097543345, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.00040126953607973686, ""activation"": ""tanh""}"
bank_marketing,42,acrs_normal,mlp,0.9205,0.917,0.8996,0.9182,511.8,0.059417,"{""learning_rate"": 0.012468786659075646, ""batch_size_exp"": 6, ""hidden_dim"": 130, ""dropout"": 0.42929895995569123, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 6.419931505052113e-06, ""activation"": ""tanh""}"
bank_marketing,456,acrs_normal,mlp,0.9395,0.9159,0.9187,0.9072,599.7,0.069548,"{""learning_rate"": 0.0016130290079974245, ""batch_size_exp"": 5, ""hidden_dim"": 132, ""dropout"": 0.06202840304982771, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0077974719130582655, ""activation"": ""relu""}"
bank_marketing,4567,acrs_normal,mlp,0.8841,0.8905,0.8968,0.9072,1340.7,0.155703,"{""learning_rate"": 3.6763743372852214e-05, ""batch_size_exp"": 7, ""hidden_dim"": 229, ""dropout"": 0.11304778695853418, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 4.710222869678156e-06, ""activation"": ""relu""}"
bank_marketing,5678,acrs_normal,mlp,0.9235,0.9071,0.8909,0.905,1680.3,0.195122,"{""learning_rate"": 0.0025826709113739546, ""batch_size_exp"": 5, ""hidden_dim"": 182, ""dropout"": 0.2957051721181973, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.0015672946637566593, ""activation"": ""relu""}"
bank_marketing,6789,acrs_normal,mlp,0.93,0.906,0.9087,0.9028,285.3,0.033161,"{""learning_rate"": 0.0011783180446484057, ""batch_size_exp"": 7, ""hidden_dim"": 83, ""dropout"": 0.148293039994432, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.006780069852309743, ""activation"": ""relu""}"
bank_marketing,789,acrs_normal,mlp,0.9072,0.9038,0.8954,0.9039,6602.8,0.766815,"{""learning_rate"": 2.3248072207773274e-05, ""batch_size_exp"": 4, ""hidden_dim"": 80, ""dropout"": 0.1746134490006605, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 1.0327765408655496e-06, ""activation"": ""relu""}"
bank_marketing,123,bo,mlp,0.9091,0.896,0.9084,0.9083,813.4,0.094371,"{""learning_rate"": 0.00020294663036115226, ""batch_size_exp"": 5, ""hidden_dim"": 190, ""dropout"": 0.08134763843401499, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 1.9552154497272904e-06, ""activation"": ""tanh""}"
bank_marketing,1234,bo,mlp,0.9221,0.9027,0.8864,0.8862,811.5,0.094185,"{""learning_rate"": 0.010334826368255293, ""batch_size_exp"": 7, ""hidden_dim"": 166, ""dropout"": 0.24809668983184968, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0022996922089976207, ""activation"": ""relu""}"
bank_marketing,2345,bo,mlp,0.9207,0.9004,0.8735,0.8796,757.3,0.087969,"{""learning_rate"": 0.0003033599372774933, ""batch_size_exp"": 6, ""hidden_dim"": 242, ""dropout"": 0.43796919593039524, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 4.870454480952074e-06, ""activation"": ""relu""}"
bank_marketing,3456,bo,mlp,0.8981,0.8938,0.8904,0.8961,912.9,0.106065,"{""learning_rate"": 0.00027336664190801864, ""batch_size_exp"": 5, ""hidden_dim"": 88, ""dropout"": 0.36925803915022387, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 2.020349980044236e-05, ""activation"": ""relu""}"
bank_marketing,42,bo,mlp,0.9219,0.9192,0.9147,0.9105,925.7,0.10749,"{""learning_rate"": 0.0011018972967859486, ""batch_size_exp"": 7, ""hidden_dim"": 32, ""dropout"": 0.181727911736208, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 7.758432481882183e-05, ""activation"": ""tanh""}"
bank_marketing,456,bo,mlp,0.9364,0.9215,0.921,0.9017,972.4,0.112801,"{""learning_rate"": 0.0002752178724489763, ""batch_size_exp"": 5, ""hidden_dim"": 185, ""dropout"": 0.19547442725067446, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0027813461155837818, ""activation"": ""relu""}"
bank_marketing,4567,bo,mlp,0.8963,0.8993,0.8977,0.8961,768.4,0.089202,"{""learning_rate"": 0.007925095159313675, ""batch_size_exp"": 6, ""hidden_dim"": 230, ""dropout"": 0.4994388127891255, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0009689633147078094, ""activation"": ""relu""}"
bank_marketing,5678,bo,mlp,0.9251,0.9126,0.891,0.9094,1557.1,0.180792,"{""learning_rate"": 0.000411022843104935, ""batch_size_exp"": 4, ""hidden_dim"": 248, ""dropout"": 0.3201518272979337, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 6.704150188765185e-05, ""activation"": ""relu""}"
bank_marketing,6789,bo,mlp,0.9305,0.9093,0.8952,0.9017,1091.5,0.126746,"{""learning_rate"": 0.03599023666516688, ""batch_size_exp"": 5, ""hidden_dim"": 39, ""dropout"": 0.4844257361148356, ""num_layers"": 3, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.00984414380520938, ""activation"": ""relu""}"
bank_marketing,789,bo,mlp,0.9085,0.8916,0.9016,0.8994,791.9,0.091858,"{""learning_rate"": 0.003719110405338056, ""batch_size_exp"": 6, ""hidden_dim"": 65, ""dropout"": 0.4558113775080277, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.009982150514623296, ""activation"": ""relu""}"
bank_marketing,123,cmaes,mlp,0.9115,0.9027,0.9171,0.9116,1363.4,0.158152,"{""learning_rate"": 0.00020366210581824193, ""batch_size_exp"": 5, ""hidden_dim"": 129, ""dropout"": 0.34795779953252975, ""num_layers"": 2, ""optimizer_name"": ""adamw"", ""weight_decay"": 8.180655944466373e-05, ""activation"": ""relu""}"
bank_marketing,1234,cmaes,mlp,0.9199,0.9049,0.8804,0.8884,1569.4,0.182364,"{""learning_rate"": 0.0005604756590679673, ""batch_size_exp"": 5, ""hidden_dim"": 53, ""dropout"": 0.3413849891112582, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 9.974962986209274e-06, ""activation"": ""relu""}"
bank_marketing,2345,cmaes,mlp,0.9181,0.8938,0.885,0.8851,1898.2,0.220418,"{""learning_rate"": 0.00017976421306615544, ""batch_size_exp"": 5, ""hidden_dim"": 150, ""dropout"": 0.3345090020090119, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 2.3662371612325823e-05, ""activation"": ""relu""}"
bank_marketing,3456,cmaes,mlp,0.8994,0.8905,0.8912,0.895,1309.7,0.152029,"{""learning_rate"": 0.00011972568809568366, ""batch_size_exp"": 6, ""hidden_dim"": 124, ""dropout"": 0.2834359304817892, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.00047470935427515893, ""activation"": ""relu""}"
bank_marketing,42,cmaes,mlp,0.9212,0.9181,0.8915,0.9127,804.3,0.093341,"{""learning_rate"": 0.010825885339805285, ""batch_size_exp"": 6, ""hidden_dim"": 33, ""dropout"": 0.36365137319040486, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 3.086402961803959e-05, ""activation"": ""tanh""}"
bank_marketing,456,cmaes,mlp,0.9338,0.9071,0.9206,0.9116,1554.1,0.180355,"{""learning_rate"": 0.0025149105168539416, ""batch_size_exp"": 5, ""hidden_dim"": 127, ""dropout"": 0.17773794903296547, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0007692098083379348, ""activation"": ""relu""}"
bank_marketing,4567,cmaes,mlp,0.8905,0.8916,0.8909,0.9006,740.5,0.085999,"{""learning_rate"": 0.0061006729002599505, ""batch_size_exp"": 7, ""hidden_dim"": 228, ""dropout"": 0.29038391104685934, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0005720682593654802, ""activation"": ""tanh""}"
bank_marketing,5678,cmaes,mlp,0.9233,0.917,0.8941,0.9072,1222.0,0.141899,"{""learning_rate"": 0.0007674171610820406, ""batch_size_exp"": 5, ""hidden_dim"": 88, ""dropout"": 0.23019655229021604, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 9.025952390240577e-05, ""activation"": ""relu""}"
bank_marketing,6789,cmaes,mlp,0.9264,0.9038,0.8996,0.8972,655.9,0.076336,"{""learning_rate"": 0.0570986310208781, ""batch_size_exp"": 4, ""hidden_dim"": 129, ""dropout"": 0.331259345403118, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.004408847891579074, ""activation"": ""relu""}"
bank_marketing,789,cmaes,mlp,0.9091,0.8971,0.891,0.8972,1123.1,0.130395,"{""learning_rate"": 0.0018032254094032237, ""batch_size_exp"": 6, ""hidden_dim"": 211, ""dropout"": 0.35117439555184365, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 2.383418624645363e-05, ""activation"": ""tanh""}"
bank_marketing,123,rs,mlp,0.9119,0.9071,0.9151,0.9083,1500.4,0.174045,"{""learning_rate"": 0.026565426310577542, ""batch_size_exp"": 6, ""hidden_dim"": 75, ""dropout"": 0.09460160878365126, ""num_layers"": 2, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.0024032226650318967, ""activation"": ""relu""}"
bank_marketing,1234,rs,mlp,0.9219,0.9038,0.8762,0.8939,1551.2,0.180249,"{""learning_rate"": 0.028468534199177616, ""batch_size_exp"": 7, ""hidden_dim"": 105, ""dropout"": 0.42513041723442135, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 0.002447635188632208, ""activation"": ""relu""}"
bank_marketing,2345,rs,mlp,0.917,0.9049,0.872,0.8773,1567.5,0.182057,"{""learning_rate"": 0.0023802906829931674, ""batch_size_exp"": 7, ""hidden_dim"": 203, ""dropout"": 0.11605249210792234, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 0.0070841976003071854, ""activation"": ""tanh""}"
bank_marketing,3456,rs,mlp,0.9018,0.8905,0.8937,0.8939,1592.7,0.184879,"{""learning_rate"": 0.00014761434042619725, ""batch_size_exp"": 6, ""hidden_dim"": 86, ""dropout"": 0.3667257323143994, ""num_layers"": 1, ""optimizer_name"": ""adamw"", ""weight_decay"": 3.197414907704912e-06, ""activation"": ""relu""}"
bank_marketing,42,rs,mlp,0.9237,0.9148,0.8829,0.9171,1379.2,0.160053,"{""learning_rate"": 0.002971796631657383, ""batch_size_exp"": 5, ""hidden_dim"": 136, ""dropout"": 0.37373546906687827, ""num_layers"": 3, ""optimizer_name"": ""adam"", ""weight_decay"": 2.6834162496848697e-06, ""activation"": ""tanh""}"
bank_marketing,456,rs,mlp,0.9347,0.9148,0.92,0.905,1485.9,0.172426,"{""learning_rate"": 0.007008256930755737, ""batch_size_exp"": 6, ""hidden_dim"": 82, ""dropout"": 0.11505154814841795, ""num_layers"": 1, ""optimizer_name"": ""adam"", ""weight_decay"": 2.8419956557657827e-06, ""activation"": ""relu""}"
bank_marketing,4567,rs,mlp,0.8955,0.8949,0.8925,0.8928,1209.9,0.14052,"{""learning_rate"": 0.00874581532871493, ""batch_size_exp"": 6, ""hidden_dim"": 34, ""dropout"": 0.0726813490796337, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.0018209390603457568, ""activation"": ""tanh""}"
bank_marketing,5678,rs,mlp,0.9253,0.9115,0.8938,0.9083,1174.8,0.136402,"{""learning_rate"": 0.043933381981694435, ""batch_size_exp"": 4, ""hidden_dim"": 252, ""dropout"": 0.32684101102254043, ""num_layers"": 1, ""optimizer_name"": ""sgd"", ""weight_decay"": 0.00021420149115198, ""activation"": ""relu""}"
bank_marketing,6789,rs,mlp,0.9301,0.9159,0.8836,0.8972,809.4,0.094206,"{""learning_rate"": 0.00832811253529947, ""batch_size_exp"": 7, ""hidden_dim"": 43, ""dropout"": 0.09504014744408867, ""num_layers"": 2, ""optimizer_name"": ""adam"", ""weight_decay"": 0.003117077209938027, ""activation"": ""tanh""}"
bank_marketing,789,rs,mlp,0.9063,0.896,0.8999,0.9083,1179.2,0.136894,"{""learning_rate"": 0.0012983462456776335, ""batch_size_exp"": 7, ""hidden_dim"": 246, ""dropout"": 0.3347686016429462, ""num_layers"": 3, ""optimizer_name"": ""adamw"", ""weight_decay"": 2.74436348113467e-06, ""activation"": ""tanh""}"
bank_marketing,123,acrs,rf,0.9351,0.9027,0.9201,0.9006,39.2,0.004545,"{""n_estimators"": 160, ""max_depth"": 22, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""criterion"": ""entropy"", ""max_samples"": 0.9637036292625836}"
bank_marketing,1234,acrs,rf,0.9212,0.8949,0.9005,0.8939,79.0,0.009164,"{""n_estimators"": 352, ""max_depth"": 27, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.9736798016443209}"
bank_marketing,2345,acrs,rf,0.9185,0.8905,0.8823,0.8884,31.9,0.003715,"{""n_estimators"": 100, ""max_depth"": 7, ""min_samples_split"": 9, ""max_features"": ""sqrt"", ""min_samples_leaf"": 3, ""criterion"": ""entropy"", ""max_samples"": 0.6539225559440593}"
bank_marketing,3456,acrs,rf,0.9175,0.8916,0.9141,0.8994,90.9,0.010553,"{""n_estimators"": 451, ""max_depth"": 16, ""min_samples_split"": 10, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.9103522187741813}"
bank_marketing,42,acrs,rf,0.9246,0.8982,0.92,0.9116,53.5,0.006221,"{""n_estimators"": 231, ""max_depth"": 23, ""min_samples_split"": 14, ""max_features"": ""sqrt"", ""min_samples_leaf"": 5, ""criterion"": ""gini"", ""max_samples"": 0.8919491045532068}"
bank_marketing,456,acrs,rf,0.9427,0.8883,0.9287,0.9006,49.6,0.005759,"{""n_estimators"": 209, ""max_depth"": 15, ""min_samples_split"": 6, ""max_features"": ""log2"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8774249907380549}"
bank_marketing,4567,acrs,rf,0.8991,0.8949,0.9229,0.9017,39.6,0.004592,"{""n_estimators"": 152, ""max_depth"": 25, ""min_samples_split"": 12, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.5845019152491067}"
bank_marketing,5678,acrs,rf,0.9221,0.9004,0.9106,0.9017,24.4,0.002831,"{""n_estimators"": 69, ""max_depth"": 28, ""min_samples_split"": 14, ""max_features"": ""log2"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.7651940477429102}"
bank_marketing,6789,acrs,rf,0.9307,0.9071,0.9166,0.8994,33.5,0.00389,"{""n_estimators"": 113, ""max_depth"": 26, ""min_samples_split"": 8, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.8590110631724701}"
bank_marketing,789,acrs,rf,0.9127,0.8982,0.9009,0.8873,54.7,0.006342,"{""n_estimators"": 246, ""max_depth"": 16, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.9329816070299846}"
bank_marketing,123,acrs_normal,rf,0.9338,0.9049,0.9167,0.8961,49.2,0.005707,"{""n_estimators"": 280, ""max_depth"": 21, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 4, ""criterion"": ""gini"", ""max_samples"": 0.8271108455055154}"
bank_marketing,1234,acrs_normal,rf,0.9206,0.8938,0.9007,0.8939,104.2,0.012097,"{""n_estimators"": 491, ""max_depth"": 30, ""min_samples_split"": 20, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.6308462119317721}"
bank_marketing,2345,acrs_normal,rf,0.9219,0.8971,0.8866,0.8895,23.8,0.002764,"{""n_estimators"": 100, ""max_depth"": 30, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.8038039934131536}"
bank_marketing,3456,acrs_normal,rf,0.9151,0.8905,0.9131,0.9006,96.0,0.011145,"{""n_estimators"": 451, ""max_depth"": 15, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""gini"", ""max_samples"": 0.8582313132984282}"
bank_marketing,42,acrs_normal,rf,0.9254,0.8982,0.9174,0.9105,33.6,0.003904,"{""n_estimators"": 143, ""max_depth"": 30, ""min_samples_split"": 18, ""max_features"": ""log2"", ""min_samples_leaf"": 3, ""criterion"": ""gini"", ""max_samples"": 0.8486840145296819}"
bank_marketing,456,acrs_normal,rf,0.9426,0.8938,0.9342,0.9006,54.7,0.006342,"{""n_estimators"": 286, ""max_depth"": 17, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 1.0}"
bank_marketing,4567,acrs_normal,rf,0.8916,0.8916,0.9222,0.8961,65.2,0.007572,"{""n_estimators"": 384, ""max_depth"": 26, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 7, ""criterion"": ""gini"", ""max_samples"": 0.5845019152491067}"
bank_marketing,5678,acrs_normal,rf,0.924,0.9038,0.906,0.905,20.0,0.002318,"{""n_estimators"": 69, ""max_depth"": 28, ""min_samples_split"": 10, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.7909317918621424}"
bank_marketing,6789,acrs_normal,rf,0.9287,0.9038,0.9181,0.895,28.3,0.00329,"{""n_estimators"": 113, ""max_depth"": 18, ""min_samples_split"": 16, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""gini"", ""max_samples"": 0.5088328989453657}"
bank_marketing,789,acrs_normal,rf,0.9147,0.8971,0.9063,0.8884,56.4,0.006541,"{""n_estimators"": 261, ""max_depth"": 15, ""min_samples_split"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.5}"
bank_marketing,123,bo,rf,0.9349,0.906,0.9202,0.8972,67.6,0.00784,"{""n_estimators"": 334, ""max_depth"": 20, ""min_samples_split"": 3, ""max_features"": ""sqrt"", ""min_samples_leaf"": 2, ""criterion"": ""entropy"", ""max_samples"": 0.6458607537417426}"
bank_marketing,1234,bo,rf,0.9238,0.8971,0.8987,0.8961,45.4,0.00527,"{""n_estimators"": 131, ""max_depth"": 18, ""min_samples_split"": 13, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""criterion"": ""entropy"", ""max_samples"": 0.7233385861864344}"
